Index,Text,Sentiment
1010,product like much but one things disappoint power option if alternative power option ie usb battery carry anywhere,Positive
559,product look sturdy but irretates cant understand command especially not fulfill requirements listen old musicsound quality goodstruggling connect bluetooth but yet not successful mean integration quite difficult result no connectivity bluetooth,Negative
983,product malfunction lot give command something else sometimes doesnt even respond anything really dissapointed,Positive
355,product nice but dont know sound seem muddy listen another eco dot bring friend test sound piece give definitely issue sound,Positive
633,product nice but ever ask something say sorry dont know sorry muche yeh nahi pata friends make fun day google better alexa,Positive
2706,product nice but require improvement command,Positive
1136,product nice give new technology grind world excellent productwhen open plastic packet eco dot box get open attention pay package,Positive
2410,product nice work well,Positive
1357,product not bad bt ur service not goodi buy alexa bt blink light not workingwant replace but no option replace itwhat give sollution,Positive
1763,product not connect energy consume,Positive
928,product not courier fire stick wipro bulp receive insted echo dot receive un order ladies hand bag,Neutral
1439,product not good,Negative
935,product not good compare google mini no much sing collection amazon musicthe listen time less time will start search complete sentence,Negative
3498,product not inside box mean dont alexa yet,Neutral
989,product not suitable android mobiles good smart gaskets home,Positive
2931,product not work,Neutral
1909,product not work minutesit will turn off automatically minutes,Positive
3361,product not work plz favour,Neutral
706,product not work properly time replacement request replace one also not work therefore return not good experience,Negative
2125,product perfect expect like,Positive
1531,product perfect wonderful but personally didnt like one thing doesnt battery backup expect wireless portable,Positive
401,product pretty good word awesome use daily stream songs weather forecast easy install easy access bluetootheven kid use access rhyme thank amazonbut come delivery bad recently order two units receive one one not deliver till customer care say products damage condition reason not deliveredvery unworthy reason amazon big repute company though gift friend oct bday but people disappoint,Positive
1271,product promise thank amazon timely delivery,Neutral
825,product purchase play well child extremely happy but since days alexa play everything incomplete songs get cut news stop dont know whats wrong defective piece keep offer period trust amazon offer anymore,Positive
